Roster

  System.X
  CardiacOutput.CO
  CardiacOutput.RAP
  CardiacOutput.MCFP
  CardiacOutput.Slope
  FluidVolumes.AP
  FluidVolumes.BV
  FluidVolumes.ECFV
  FluidVolumes.RPP
  FluidVolumes.UO
  FlowAutoregulation.TPR
  BaroreceptorReflex.AFFNA
  BaroreceptorReflex.SYMEnd
  CardiacOutput.V0
  CardiacOutput.slope_a
  CardiacOutput.slope_b
  CardiacOutput.SlopeB
  CardiacOutput.HSBasic
  FluidVolumes.RDrop
  FluidVolumes.Intake
  FlowAutoregulation.KAUTO
  BaroreceptorReflex.CDROP
  BaroreceptorReflex.KBARO
  CardiacOutput.StarlingA
  CardiacOutput.Starlingm
  CardiacOutput.StarlingS
  FluidVolumes.FluidA
  FluidVolumes.Fluidm
  FluidVolumes.FluidS
  FluidVolumes.Urinem
  FlowAutoregulation.AutoA
  FlowAutoregulation.Autom
  FlowAutoregulation.AutoS
  BaroreceptorReflex.AffNaA
  BaroreceptorReflex.AffNam
  BaroreceptorReflex.AffNaS
  BaroreceptorReflex.SympsA
  BaroreceptorReflex.Sympsm
  BaroreceptorReflex.SympsS
  BaroreceptorReflex.SympsB
  CardiacOutput.RVRa
  CardiacOutput.RVRb
28810.00,2241.162,-3.059,2.547,0.011139,98.3,3668.5,11014.7,98.332,0.450,0.044,0.322,2.158,3440,0.3514,0.6584,0.0079,1,0.0,1.351,0.00048,0.0,0.00080,12190.9,2.0,3.4,7751.487,3.590,11348.096,0.053,0.047,11.179,4612.419,2.610,4.181,36.665,0.988,3.752,0.497,1.332,0.03575,0.00092,
28815.00,1370.449,-3.307,0.098,0.011573,59.8,3448.3,10669.2,59.831,0.000,0.044,0.000,2.320,3440,0.3514,0.6584,0.0079,1,0.0,1.351,0.00048,0.0,0.00080,12190.9,2.0,3.4,7751.487,3.590,11348.096,0.053,0.047,11.179,4612.419,2.610,4.181,36.665,0.988,3.752,0.497,1.332,0.03575,0.00092,
28820.00,452.502,-3.612,-2.483,0.011573,19.7,3225.3,10326.0,19.708,0.000,0.044,0.000,2.320,3440,0.3514,0.6584,0.0079,1,0.0,1.351,0.00048,0.0,0.00080,12190.9,2.0,3.4,7751.487,3.590,11348.096,0.053,0.047,11.179,4612.419,2.610,4.181,36.665,0.988,3.752,0.497,1.332,0.03575,0.00092,
0.00,7661.398,5.484,17.603,0.007903,131.2,5914.5,15000.0,131.225,3.159,0.017,1.938,0.880,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
28800.00,6223.286,0.722,10.155,0.008028,96.1,4951.9,12659.9,96.131,0.947,0.015,1.180,0.917,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
28805.00,5695.453,-0.019,8.753,0.008090,93.5,4769.0,12309.5,93.473,0.773,0.016,1.056,0.940,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
28810.00,4964.192,-0.802,7.297,0.008207,90.3,4576.1,11960.0,90.310,0.567,0.018,0.898,0.990,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
28815.00,4201.642,-1.475,5.785,0.008427,87.7,4373.6,11611.5,87.691,0.392,0.021,0.763,1.071,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
28820.00,3369.761,-2.116,4.227,0.008903,84.7,4161.8,11263.9,84.660,0.205,0.025,0.609,1.242,3687,0.3525,0.6742,0.0080,1,0.0,0.866,0.00046,0.0,0.00078,12184.8,1.9,3.1,7579.543,3.738,10685.669,0.054,0.052,11.810,6681.841,2.192,3.397,39.162,0.985,3.848,0.533,0.873,0.03746,0.00094,
0.00,8430.909,5.357,18.731,0.007411,144.4,5966.3,15000.0,144.405,4.116,0.017,2.001,0.758,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
28800.00,4779.590,-0.849,6.999,0.007473,87.4,4375.5,11671.8,87.412,0.460,0.018,1.407,0.787,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
28805.00,4003.002,-1.457,5.444,0.007580,83.8,4157.2,11321.4,83.809,0.226,0.021,1.247,0.807,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
28810.00,2999.394,-2.086,3.810,0.007737,78.7,3931.3,10972.2,78.716,0.000,0.026,0.971,0.880,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
28815.00,2137.737,-2.704,2.179,0.008383,73.7,3698.9,10624.1,73.732,0.000,0.034,0.670,1.102,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
28820.00,1376.636,-3.241,0.218,0.010140,55.3,3460.4,10276.0,55.336,0.000,0.040,0.016,1.726,3439,0.3437,0.6440,0.0082,1,0.0,0.381,0.00051,0.0,0.00066,14070.5,1.9,3.3,7847.566,3.679,10960.700,0.048,0.044,12.442,4853.263,2.066,3.686,33.331,0.981,3.433,0.569,0.745,0.03916,0.00093,
0.00,10307.946,1.655,16.899,0.007075,176.6,5827.1,15000.0,176.555,3.734,0.017,1.900,1.283,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
28800.00,4989.864,-1.910,6.069,0.007434,101.1,4254.9,11601.9,101.066,0.724,0.020,0.763,1.445,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
28805.00,3789.556,-2.317,4.544,0.007509,100.1,4043.6,11252.0,100.149,0.677,0.026,0.721,1.478,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
28810.00,3113.119,-2.744,3.270,0.008470,94.0,3824.5,10902.4,94.017,0.365,0.030,0.445,1.900,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
28815.00,2289.538,-3.067,1.512,0.009399,74.1,3599.4,10554.3,74.110,0.000,0.032,0.014,2.326,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
28820.00,1330.257,-3.311,-0.646,0.009399,43.0,3369.7,10208.0,42.961,0.000,0.032,0.000,2.326,3438,0.3497,0.6598,0.0064,1,0.0,0.745,0.00046,0.0,0.00084,10280.7,1.9,3.0,7675.622,3.620,10923.245,0.050,0.048,11.566,5363.485,1.940,3.974,44.155,1.049,3.784,0.492,1.277,0.03344,0.00091,
0.00,9205.613,-0.144,13.927,0.006886,157.7,5708.1,15000.0,157.674,3.186,0.017,2.068,1.155,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
28800.00,5062.148,-1.997,6.543,0.006990,106.5,4621.7,12524.9,106.512,1.046,0.021,1.113,1.206,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
28805.00,4196.073,-2.314,5.283,0.007071,103.8,4432.8,12175.2,103.814,0.912,0.025,0.954,1.244,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
28810.00,3436.746,-2.656,4.071,0.007400,99.8,4235.8,11826.2,99.804,0.679,0.029,0.708,1.382,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
28815.00,2736.717,-3.025,2.870,0.008298,94.7,4031.6,11478.3,94.704,0.392,0.035,0.417,1.784,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
28820.00,2098.387,-3.247,1.206,0.008917,73.8,3821.0,11131.9,73.849,0.000,0.035,0.001,2.052,3686,0.3458,0.6525,0.0065,1,0.0,1.109,0.00047,0.0,0.00082,14058.3,1.7,3.2,7723.662,3.561,11198.276,0.047,0.040,12.198,5094.106,2.106,4.262,38.324,0.903,3.624,0.529,1.149,0.03515,0.00093,
0.00,8251.669,2.171,15.056,0.006123,141.3,6144.3,15000.0,141.335,4.243,0.017,2.139,0.705,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
28800.00,5086.512,-1.463,6.926,0.006420,98.3,4764.0,12049.1,98.318,1.072,0.019,1.121,0.830,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
28805.00,4117.523,-1.901,5.578,0.006438,97.6,4551.6,11699.0,97.569,1.019,0.024,1.078,0.848,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
28810.00,3628.132,-2.396,4.474,0.006944,92.9,4329.5,11349.1,92.857,0.592,0.026,0.801,1.056,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
28815.00,2551.176,-2.801,2.963,0.007151,91.7,4099.6,11001.4,91.688,0.497,0.036,0.733,1.138,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
28820.00,1987.108,-3.202,1.506,0.008519,77.3,3862.1,10654.2,77.308,0.000,0.039,0.113,1.731,3685,0.3468,0.6683,0.0067,1,0.0,1.049,0.00045,0.0,0.00060,14052.2,1.8,3.1,7991.686,3.709,10848.336,0.049,0.038,9.816,4824.728,2.273,4.015,40.820,1.042,3.720,0.679,0.690,0.03685,0.00093,
0.00,6287.442,3.711,13.731,0.005790,107.7,5808.5,15000.0,107.691,2.526,0.017,1.356,0.583,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
28800.00,6356.673,3.387,12.834,0.005826,90.9,5640.2,14542.9,90.881,0.968,0.014,1.152,0.600,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
28805.00,6243.955,2.741,12.073,0.005848,90.6,5501.8,14193.0,90.643,0.933,0.015,1.144,0.601,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
28810.00,6078.360,2.184,11.240,0.005861,89.1,5355.0,13843.3,89.051,0.786,0.015,1.086,0.609,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
28815.00,5810.535,1.479,10.368,0.005883,87.4,5199.6,13494.3,87.447,0.637,0.015,1.025,0.620,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
28820.00,5559.961,0.971,9.434,0.005902,86.5,5035.6,13146.1,86.510,0.550,0.016,0.987,0.628,3437,0.3479,0.6381,0.0069,1,0.0,0.989,0.00046,0.0,0.00078,12154.2,2.0,3.3,7819.741,3.547,11123.367,0.053,0.042,8.941,6114.550,1.854,3.231,34.989,1.039,3.815,0.488,0.562,0.03856,0.00093,
0.00,13020.923,2.121,21.475,0.008456,223.0,6031.2,15000.0,223.023,5.244,0.017,2.150,1.211,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
28800.00,5326.394,-1.938,6.594,0.008675,109.3,4251.5,11377.4,109.341,1.008,0.021,1.132,1.300,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
28805.00,3813.340,-2.432,4.705,0.008844,106.6,4023.4,11027.1,106.553,0.870,0.028,0.991,1.353,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
28810.00,2842.205,-2.926,2.993,0.010099,98.2,3787.8,10677.4,98.192,0.444,0.035,0.551,1.819,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
28815.00,1856.300,-3.257,0.618,0.011139,64.7,3546.9,10329.9,64.698,0.000,0.035,0.000,2.203,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
28820.00,668.395,-3.585,-2.106,0.011139,23.2,3302.3,9984.6,23.241,0.000,0.035,0.000,2.203,3491,0.3508,0.6724,0.0077,1,0.0,0.939,0.00047,0.0,0.00085,15419.6,1.8,3.4,7861.268,3.722,10888.095,0.044,0.048,10.755,5650.040,2.162,3.766,40.833,1.002,3.737,0.626,1.201,0.03351,0.00092,
0.00,12667.493,1.671,21.132,0.008228,217.0,6059.3,15000.0,216.969,6.239,0.017,2.025,1.080,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
28800.00,5009.344,-1.955,6.593,0.008336,109.5,4282.0,11353.3,109.507,1.297,0.022,1.210,1.122,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
28805.00,3667.602,-2.393,4.779,0.008461,105.1,4055.9,11003.3,105.094,1.060,0.029,0.997,1.171,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
28810.00,2591.215,-2.860,3.053,0.009207,98.8,3822.6,10654.5,98.795,0.645,0.038,0.655,1.433,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
28815.00,1789.173,-3.265,1.039,0.011172,74.5,3584.0,10307.8,74.546,0.000,0.042,0.001,2.143,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
28820.00,746.719,-3.543,-1.661,0.011172,31.0,3342.3,9964.3,31.042,0.000,0.042,0.000,2.143,3491,0.3518,0.6652,0.0079,1,0.0,1.303,0.00045,0.0,0.00063,15413.5,1.9,3.4,7909.307,3.664,10850.640,0.049,0.046,11.386,5380.662,2.036,3.518,35.002,1.070,3.832,0.548,1.073,0.03521,0.00093,
0.00,7256.465,3.659,15.029,0.006032,124.3,5981.8,15000.0,124.289,3.766,0.017,1.742,0.641,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
28800.00,5873.192,-0.149,8.963,0.006324,97.9,4907.9,12649.3,97.863,1.280,0.017,1.109,0.754,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
28805.00,5115.069,-0.707,7.725,0.006336,97.5,4709.9,12299.1,97.474,1.244,0.019,1.090,0.762,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
28810.00,4692.432,-1.279,6.657,0.006580,94.3,4502.3,11949.1,94.324,0.901,0.020,0.921,0.866,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
28815.00,3831.458,-1.757,5.314,0.006675,93.7,4286.6,11600.9,93.676,0.823,0.024,0.885,0.896,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
28820.00,3262.813,-2.271,4.130,0.007220,90.4,4062.6,11252.9,90.364,0.500,0.028,0.694,1.119,3491,0.3479,0.6350,0.0070,1,0.0,1.243,0.00053,0.0,0.00081,13515.5,2.0,3.3,7957.347,3.708,11125.671,0.054,0.044,9.004,5890.884,1.910,4.342,37.499,0.995,3.928,0.698,0.614,0.03692,0.00094,
0.00,6891.674,3.098,14.203,0.005935,118.0,5635.4,15000.0,118.041,3.991,0.017,1.705,0.497,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
28800.00,4961.889,-0.745,7.554,0.006163,91.8,4468.2,12295.5,91.763,1.043,0.018,0.941,0.581,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
28805.00,4192.852,-1.201,6.376,0.006148,91.8,4279.7,11946.2,91.770,1.054,0.022,0.941,0.581,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
28810.00,3967.341,-1.733,5.436,0.006468,88.0,4082.9,11596.8,88.029,0.589,0.022,0.732,0.700,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
28815.00,2833.075,-2.143,4.054,0.006362,88.9,3879.7,11249.8,88.930,0.697,0.031,0.784,0.659,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
28820.00,2763.327,-2.678,3.182,0.007457,83.1,3669.3,10902.2,83.116,0.147,0.030,0.469,1.097,3242,0.3490,0.6508,0.0072,1,0.0,1.182,0.00052,0.0,0.00079,15401.3,1.9,3.3,7565.419,3.546,11088.216,0.052,0.055,8.129,4841.906,2.076,4.095,39.995,1.063,3.768,0.508,0.486,0.03863,0.00095,
0.00,8059.074,2.607,15.126,0.006405,138.0,5851.2,15000.0,138.036,4.058,0.017,2.097,0.709,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
28800.00,5786.508,-1.086,8.310,0.006882,109.1,4697.1,12262.5,109.126,1.615,0.019,0.993,0.901,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
28805.00,4822.906,-1.520,6.996,0.006872,109.3,4507.7,11912.2,109.314,1.632,0.023,1.004,0.894,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
28810.00,4472.527,-1.998,6.029,0.007361,105.5,4308.8,11561.8,105.538,1.172,0.024,0.775,1.076,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
28815.00,3387.102,-2.401,4.580,0.007477,104.8,4102.2,11213.6,104.751,1.090,0.031,0.728,1.128,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
28820.00,2794.945,-2.846,3.410,0.008573,99.2,3887.5,10865.9,99.200,0.614,0.035,0.421,1.554,3490,0.3501,0.6206,0.0074,1,0.0,1.546,0.00050,0.0,0.00067,15395.1,1.9,3.2,7613.459,3.591,10738.276,0.049,0.047,8.760,6131.727,2.243,4.383,42.492,1.060,3.354,0.658,0.688,0.03662,0.00093,
0.00,6461.680,5.649,15.528,0.005740,110.7,5946.9,15000.0,110.676,2.440,0.017,0.829,0.672,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
28800.00,4784.612,-1.044,7.019,0.006282,103.9,4359.0,11678.2,103.881,1.412,0.022,0.559,0.917,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
28805.00,4926.534,-1.698,6.327,0.007032,98.7,4141.4,11326.5,98.738,0.817,0.020,0.397,1.243,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
28810.00,3601.929,-2.133,4.679,0.006923,99.4,3917.6,10977.7,99.426,0.881,0.028,0.418,1.195,3242,0.3511,0.6363,0.0066,1,0.0,1.061,0.00044,0.0,0.00065,11605.3,2.0,2.9,7881.483,3.635,11013.307,0.054,0.045,9.392,5862.349,1.824,3.600,53.316,1.056,3.704,0.467,0.560,0.03461,0.00093,
